Time,Building,Method,Consumption_kWh,Actions_Disc
1385,Building_5,Meta-RL,0.8446423850511757,0.0
1386,Building_5,Meta-RL,0.8864814264470846,0.0
1387,Building_5,Meta-RL,0.3092960634819626,0.0
1388,Building_5,Meta-RL,0.5072281716244026,0.0
1389,Building_5,Meta-RL,0.4763753056091803,0.0
1390,Building_5,Meta-RL,0.3542868616023873,0.0
1391,Building_5,Meta-RL,0.40243078174220837,0.0
1392,Building_5,Meta-RL,0.448259874610474,0.0
1393,Building_5,Meta-RL,0.6456271926022475,4.0
1394,Building_5,Meta-RL,0.5144487923567002,0.0
1395,Building_5,Meta-RL,0.39272249770534173,0.0
1396,Building_5,Meta-RL,0.18098420010136318,2.0
1397,Building_5,Meta-RL,0.13828685966606008,0.0
1398,Building_5,Meta-RL,0.10554860618277476,0.0
1399,Building_5,Meta-RL,0.26948645339507854,3.0
1400,Building_5,Meta-RL,0.029382240897452755,3.0
1401,Building_5,Meta-RL,0.06450203678757449,0.0
1402,Building_5,Meta-RL,0.5248063353052479,0.0
1403,Building_5,Meta-RL,0.8020796251271545,0.0
1404,Building_5,Meta-RL,0.8249207284503248,0.0
1405,Building_5,Meta-RL,0.2272596608397603,0.0
1406,Building_5,Meta-RL,0.27854727911736293,0.0
1407,Building_5,Meta-RL,0.4205568802087424,0.0
1408,Building_5,Meta-RL,0.4545992017985365,0.0
1409,Building_5,Meta-RL,1.0500068201646562,0.0
1410,Building_5,Meta-RL,1.0206206933889808,0.0
1411,Building_5,Meta-RL,0.7632803928066364,0.0
1412,Building_5,Meta-RL,0.19027691546870767,0.0
1413,Building_5,Meta-RL,0.14654671830577215,0.0
1414,Building_5,Meta-RL,0.4013601383878671,0.0
1415,Building_5,Meta-RL,0.7382193750422633,0.0
1416,Building_5,Meta-RL,0.6038989564876112,0.0
1417,Building_5,Meta-RL,0.4324962478561567,4.0
1418,Building_5,Meta-RL,0.285314682169932,0.0
1419,Building_5,Meta-RL,0.39741043178291,0.0
1420,Building_5,Meta-RL,0.4116272534090256,1.0
1421,Building_5,Meta-RL,0.1835095031330876,2.0
1422,Building_5,Meta-RL,0.08946663132938501,0.0
1423,Building_5,Meta-RL,0.14957889674241295,2.0
1424,Building_5,Meta-RL,0.029382240897452755,0.0
1425,Building_5,Meta-RL,0.029382240897452755,0.0
1426,Building_5,Meta-RL,0.15497968575865811,0.0
1427,Building_5,Meta-RL,0.25453906584233277,0.0
1428,Building_5,Meta-RL,0.3454607050942807,0.0
1429,Building_5,Meta-RL,0.4346216867989262,0.0
1430,Building_5,Meta-RL,0.5880737826031713,0.0
1431,Building_5,Meta-RL,0.6616296764612242,0.0
1432,Building_5,Meta-RL,0.6591108387448722,0.0
1433,Building_5,Meta-RL,1.1889626429027538,0.0
1434,Building_5,Meta-RL,1.1852856010552832,0.0
1435,Building_5,Meta-RL,0.9307010062822009,0.0
1436,Building_5,Meta-RL,1.285200162547339,0.0
1437,Building_5,Meta-RL,0.7080045347772579,3.0
1438,Building_5,Meta-RL,0.4241512269179225,0.0
1439,Building_5,Meta-RL,0.2701898585849087,0.0
1440,Building_5,Meta-RL,0.4096996472764929,0.0
1441,Building_5,Meta-RL,0.4751281141426434,4.0
1442,Building_5,Meta-RL,0.24268830020516816,0.0
1443,Building_5,Meta-RL,0.22044942879334656,0.0
1444,Building_5,Meta-RL,0.2747410317700423,0.0
1445,Building_5,Meta-RL,0.2529799822879197,0.0
1446,Building_5,Meta-RL,0.17987833508999798,0.0
1447,Building_5,Meta-RL,0.3581846366375203,2.0
1448,Building_5,Meta-RL,0.5031716611875081,0.0
1449,Building_5,Meta-RL,0.07129526574690342,0.0
1450,Building_5,Meta-RL,0.055552578724545595,0.0
1451,Building_5,Meta-RL,0.19943209922244184,0.0
1452,Building_5,Meta-RL,0.2797359515526515,0.0
1453,Building_5,Meta-RL,0.39162664876126035,0.0
1454,Building_5,Meta-RL,0.5172116947427042,0.0
1455,Building_5,Meta-RL,0.5442731140031202,0.0
1456,Building_5,Meta-RL,0.5646298161448476,0.0
1457,Building_5,Meta-RL,1.1508670625639366,0.0
1458,Building_5,Meta-RL,1.130726938300987,0.0
1459,Building_5,Meta-RL,0.8585688093893628,0.0
1460,Building_5,Meta-RL,0.6859023208209357,0.0
1461,Building_5,Meta-RL,0.46682151494034696,0.0
1462,Building_5,Meta-RL,0.5980497849869292,0.0
1463,Building_5,Meta-RL,0.7580872711152812,0.0
1464,Building_5,Meta-RL,0.5286982908501763,0.0
1465,Building_5,Meta-RL,0.514253898332925,4.0
1466,Building_5,Meta-RL,0.34938037240250425,0.0
1467,Building_5,Meta-RL,0.3071843113185671,0.0
1468,Building_5,Meta-RL,0.26378856636596604,0.0
1469,Building_5,Meta-RL,0.32172348981204607,1.0
1470,Building_5,Meta-RL,0.2972439927904884,0.0
1471,Building_5,Meta-RL,0.2259468434594371,0.0
1472,Building_5,Meta-RL,0.029382240897452755,0.0
1473,Building_5,Meta-RL,0.029382240897452755,0.0
1474,Building_5,Meta-RL,0.18722177662197836,0.0
1475,Building_5,Meta-RL,0.2786168442497509,0.0
1476,Building_5,Meta-RL,0.3764465229810753,0.0
1477,Building_5,Meta-RL,0.47800386026547914,0.0
1478,Building_5,Meta-RL,0.6329532256570318,0.0
1479,Building_5,Meta-RL,0.6910178199960183,0.0
1480,Building_5,Meta-RL,0.6437809377197407,0.0
1481,Building_5,Meta-RL,1.1621179554467405,0.0
1482,Building_5,Meta-RL,1.0676001442143068,0.0
1483,Building_5,Meta-RL,0.7989389729236968,0.0
1484,Building_5,Meta-RL,0.7871833031838734,0.0
1485,Building_5,Meta-RL,0.5348095761870201,0.0
1486,Building_5,Meta-RL,0.37665846837834266,0.0
1487,Building_5,Meta-RL,0.38293748441816483,0.0
1488,Building_5,Meta-RL,0.499441674070611,0.0
1489,Building_5,Meta-RL,0.4860978150386704,0.0
1490,Building_5,Meta-RL,0.466465979346178,3.0
1491,Building_5,Meta-RL,0.3705646622064292,1.0
1492,Building_5,Meta-RL,0.3026737646405056,0.0
1493,Building_5,Meta-RL,0.2704355334359922,0.0
1494,Building_5,Meta-RL,0.18127849370753674,0.0
1495,Building_5,Meta-RL,0.20049043262182034,0.0
1496,Building_5,Meta-RL,0.2237078495840391,1.0
1497,Building_5,Meta-RL,0.1623888566733171,0.0
1498,Building_5,Meta-RL,0.040986261969030525,0.0
1499,Building_5,Meta-RL,0.029048856213533418,0.0
1500,Building_5,Meta-RL,0.046484369776658596,0.0
1501,Building_5,Meta-RL,0.11113715589206086,0.0
1502,Building_5,Meta-RL,0.21022449663875595,0.0
1503,Building_5,Meta-RL,0.2585996495233636,0.0
1504,Building_5,Meta-RL,0.32767706732001267,0.0
1505,Building_5,Meta-RL,0.7519940468170886,0.0
1506,Building_5,Meta-RL,0.7414594177351777,0.0
1507,Building_5,Meta-RL,0.6108879388775029,2.0
1508,Building_5,Meta-RL,0.4405443598042106,0.0
1509,Building_5,Meta-RL,0.3445155997144362,0.0
1510,Building_5,Meta-RL,0.20569906265668073,0.0
1511,Building_5,Meta-RL,0.21345107843185082,0.0
1512,Building_5,Meta-RL,0.296396899725295,0.0
1513,Building_5,Meta-RL,0.30360532350080743,0.0
1514,Building_5,Meta-RL,0.35893256629244275,2.0
1515,Building_5,Meta-RL,0.43018623295044767,2.0
1516,Building_5,Meta-RL,0.284513829213971,2.0
1517,Building_5,Meta-RL,0.1029430294588915,0.0
1518,Building_5,Meta-RL,0.08617027478213041,0.0
1519,Building_5,Meta-RL,0.20260538080106902,3.0
1520,Building_5,Meta-RL,0.6148137801701997,3.0
1521,Building_5,Meta-RL,0.6456043250037089,0.0
1522,Building_5,Meta-RL,0.029048856213533418,0.0
1523,Building_5,Meta-RL,0.291763260989095,0.0
1524,Building_5,Meta-RL,0.5615867892084065,0.0
1525,Building_5,Meta-RL,0.15191679665812785,0.0
1526,Building_5,Meta-RL,0.18702193447797172,0.0
1527,Building_5,Meta-RL,0.3036425607472878,0.0
1528,Building_5,Meta-RL,0.6120519255815777,0.0
1529,Building_5,Meta-RL,1.0180780503719462,0.0
1530,Building_5,Meta-RL,0.548238194184107,2.0
1531,Building_5,Meta-RL,0.3529062093740855,0.0
1532,Building_5,Meta-RL,0.8902566361546171,0.0
1533,Building_5,Meta-RL,0.23589266544654947,0.0
1534,Building_5,Meta-RL,0.26252580805384435,0.0
1535,Building_5,Meta-RL,0.4216631287361284,0.0
1536,Building_5,Meta-RL,0.4768516555948886,0.0
1537,Building_5,Meta-RL,0.4170412366631462,0.0
1538,Building_5,Meta-RL,0.4683552151958779,2.0
1539,Building_5,Meta-RL,0.3286826583927651,0.0
1540,Building_5,Meta-RL,0.28883256671426466,2.0
1541,Building_5,Meta-RL,0.20022148087514477,2.0
1542,Building_5,Meta-RL,0.12848606307736052,0.0
1543,Building_5,Meta-RL,0.1819259275193908,2.0
1544,Building_5,Meta-RL,0.0865698702136955,0.0
1545,Building_5,Meta-RL,0.17586990601105756,0.0
1546,Building_5,Meta-RL,0.842971072277565,0.0
1547,Building_5,Meta-RL,1.0240418418655637,0.0
1548,Building_5,Meta-RL,0.6019793465421857,0.0
1549,Building_5,Meta-RL,0.5942182141118401,0.0
1550,Building_5,Meta-RL,0.3564957687719608,0.0
1551,Building_5,Meta-RL,0.38792326934966176,0.0
1552,Building_5,Meta-RL,0.47109375873822784,0.0
1553,Building_5,Meta-RL,1.1018097111345821,0.0
1554,Building_5,Meta-RL,1.114901921504958,0.0
1555,Building_5,Meta-RL,0.14409893461084436,0.0
1556,Building_5,Meta-RL,0.09966323026613474,0.0
1557,Building_5,Meta-RL,0.21087281380519204,0.0
1558,Building_5,Meta-RL,0.44961878582769077,0.0
1559,Building_5,Meta-RL,0.47036500858138425,0.0
1560,Building_5,Meta-RL,0.4188738007518086,0.0
1561,Building_5,Meta-RL,0.5857878314218044,3.0
1562,Building_5,Meta-RL,0.5446017258745028,3.0
1563,Building_5,Meta-RL,0.2541138900292263,2.0
1564,Building_5,Meta-RL,0.16406852108714048,0.0
1565,Building_5,Meta-RL,0.14275351628919403,0.0
1566,Building_5,Meta-RL,0.11034985112012019,4.0
1567,Building_5,Meta-RL,0.10183245521673584,3.0
1568,Building_5,Meta-RL,0.03975475841041547,0.0
1569,Building_5,Meta-RL,0.04931026818327921,0.0
1570,Building_5,Meta-RL,0.048399311254699394,0.0
1571,Building_5,Meta-RL,0.21741187015905028,0.0
1572,Building_5,Meta-RL,0.4735539475514294,0.0
1573,Building_5,Meta-RL,0.23665536762723777,0.0
1574,Building_5,Meta-RL,0.09614860381067783,0.0
1575,Building_5,Meta-RL,0.1317115767892188,0.0
1576,Building_5,Meta-RL,0.2687543969816969,0.0
1577,Building_5,Meta-RL,0.743504557281943,0.0
1578,Building_5,Meta-RL,0.7060311440989683,0.0
1579,Building_5,Meta-RL,0.2223093253817283,0.0
1580,Building_5,Meta-RL,0.4251744928902334,3.0
1581,Building_5,Meta-RL,0.3677326339728081,0.0
1582,Building_5,Meta-RL,0.3469956399075995,4.0
1583,Building_5,Meta-RL,0.3669849912493796,0.0
1584,Building_5,Meta-RL,0.499498050911101,0.0
1585,Building_5,Meta-RL,0.3087828313089297,2.0
1586,Building_5,Meta-RL,0.1558448480126143,0.0
1587,Building_5,Meta-RL,0.13126580214739353,2.0
1588,Building_5,Meta-RL,0.12082009430518514,0.0
1589,Building_5,Meta-RL,0.10363348602773563,0.0
1590,Building_5,Meta-RL,0.07781638526403459,0.0
1591,Building_5,Meta-RL,0.15996674756923066,2.0
1592,Building_5,Meta-RL,0.433887370700899,0.0
1593,Building_5,Meta-RL,0.07733772501185504,0.0
1594,Building_5,Meta-RL,0.029048856213533418,0.0
1595,Building_5,Meta-RL,0.09202705271755474,0.0
1596,Building_5,Meta-RL,0.22970482085723287,0.0
1597,Building_5,Meta-RL,0.5708931256895916,0.0
1598,Building_5,Meta-RL,0.6184724023548622,0.0
1599,Building_5,Meta-RL,0.4265586711439527,0.0
1600,Building_5,Meta-RL,0.4211956056886105,0.0
1601,Building_5,Meta-RL,1.0599537426525378,0.0
1602,Building_5,Meta-RL,0.9740607249608545,0.0
1603,Building_5,Meta-RL,0.28178672632824703,0.0
1604,Building_5,Meta-RL,0.4454094120420985,0.0
1605,Building_5,Meta-RL,0.5869775798300401,0.0
1606,Building_5,Meta-RL,0.4258764240732058,0.0
1607,Building_5,Meta-RL,0.37992407677373397,0.0
1608,Building_5,Meta-RL,0.4618238428413528,4.0
1609,Building_5,Meta-RL,0.3641341315087408,0.0
1610,Building_5,Meta-RL,0.3367822182932481,2.0
1611,Building_5,Meta-RL,0.2597848777185273,0.0
1612,Building_5,Meta-RL,0.14962347971285353,1.0
1613,Building_5,Meta-RL,0.1255365828930195,0.0
1614,Building_5,Meta-RL,0.10321872439359203,0.0
1615,Building_5,Meta-RL,0.2534318327019919,0.0
1616,Building_5,Meta-RL,0.06553994140759972,0.0
1617,Building_5,Meta-RL,0.029382240897452755,0.0
1618,Building_5,Meta-RL,0.14279818069381514,0.0
1619,Building_5,Meta-RL,0.24636384950325568,0.0
1620,Building_5,Meta-RL,0.35713569268959633,0.0
1621,Building_5,Meta-RL,0.4544012358627353,0.0
1622,Building_5,Meta-RL,0.6055872593658238,0.0
1623,Building_5,Meta-RL,0.6518287477281933,0.0
1624,Building_5,Meta-RL,0.6372767261045786,0.0
1625,Building_5,Meta-RL,0.8065004647727136,0.0
1626,Building_5,Meta-RL,1.0892071831643244,0.0
1627,Building_5,Meta-RL,0.4558449751323525,0.0
1628,Building_5,Meta-RL,0.3400580491853861,0.0
1629,Building_5,Meta-RL,0.5535700828396445,0.0
1630,Building_5,Meta-RL,0.4743219510608504,0.0
1631,Building_5,Meta-RL,0.4553294425080567,0.0
1632,Building_5,Meta-RL,0.3971997082322144,0.0
1633,Building_5,Meta-RL,0.5003415958806905,0.0
1634,Building_5,Meta-RL,0.43928698689808626,0.0
1635,Building_5,Meta-RL,0.3723935158016684,0.0
1636,Building_5,Meta-RL,0.30497442654616913,0.0
1637,Building_5,Meta-RL,0.24900121744894563,0.0
1638,Building_5,Meta-RL,0.20307126010797627,0.0
1639,Building_5,Meta-RL,0.18738486214013916,0.0
1640,Building_5,Meta-RL,0.029382240897452755,0.0
1641,Building_5,Meta-RL,0.42844833056777154,0.0
1642,Building_5,Meta-RL,0.6952175571562893,0.0
1643,Building_5,Meta-RL,0.7740270115298563,0.0
1644,Building_5,Meta-RL,0.5619037824511361,0.0
1645,Building_5,Meta-RL,0.25016481570951155,0.0
1646,Building_5,Meta-RL,0.35077494673184295,0.0
1647,Building_5,Meta-RL,0.5352323067789772,0.0
1648,Building_5,Meta-RL,1.1335328276122671,0.0
1649,Building_5,Meta-RL,1.1387822770867297,0.0
1650,Building_5,Meta-RL,1.008311005189239,0.0
1651,Building_5,Meta-RL,0.7923646699011002,0.0
1652,Building_5,Meta-RL,0.6105357782124609,0.0
1653,Building_5,Meta-RL,0.3964525023718721,0.0
1654,Building_5,Meta-RL,0.29259287717658833,0.0
1655,Building_5,Meta-RL,0.2998811392891966,0.0
1656,Building_5,Meta-RL,0.43675032058479113,0.0
1657,Building_5,Meta-RL,0.5215774540796329,4.0
1658,Building_5,Meta-RL,0.3622630926137307,0.0
1659,Building_5,Meta-RL,0.3152039045002063,0.0
1660,Building_5,Meta-RL,0.271847852238833,0.0
1661,Building_5,Meta-RL,0.2592741087919847,2.0
1662,Building_5,Meta-RL,0.28320209147411674,0.0
1663,Building_5,Meta-RL,0.23279009754561156,2.0
1664,Building_5,Meta-RL,0.03975475841041547,0.0
1665,Building_5,Meta-RL,0.04590298115138739,0.0
1666,Building_5,Meta-RL,0.20623724965163767,0.0
1667,Building_5,Meta-RL,0.3128423786877807,0.0
1668,Building_5,Meta-RL,0.4183558409376679,0.0
1669,Building_5,Meta-RL,0.528260537026357,0.0
1670,Building_5,Meta-RL,0.6827308510160546,0.0
1671,Building_5,Meta-RL,0.7194034142529605,0.0
1672,Building_5,Meta-RL,0.8253596598849874,0.0
1673,Building_5,Meta-RL,1.1365211553715524,0.0
1674,Building_5,Meta-RL,1.1251632146051889,0.0
1675,Building_5,Meta-RL,0.9320437099236567,0.0
1676,Building_5,Meta-RL,0.7664792045590428,0.0
1677,Building_5,Meta-RL,0.47678115873696286,0.0
1678,Building_5,Meta-RL,0.4756919838313312,0.0
1679,Building_5,Meta-RL,0.4647934302236183,0.0
1680,Building_5,Meta-RL,0.4313539990090724,0.0
1681,Building_5,Meta-RL,0.36620302553610984,0.0
1682,Building_5,Meta-RL,0.30924510536662253,0.0
1683,Building_5,Meta-RL,0.27417062401059783,0.0
1684,Building_5,Meta-RL,0.3703387322043349,3.0
1685,Building_5,Meta-RL,0.11773543404994914,2.0
1686,Building_5,Meta-RL,0.08229193025117952,0.0
1687,Building_5,Meta-RL,0.18299673396439023,2.0
1688,Building_5,Meta-RL,0.029382240897452755,0.0
1689,Building_5,Meta-RL,0.058864691795366735,0.0
1690,Building_5,Meta-RL,0.20718370031533062,0.0
1691,Building_5,Meta-RL,0.4630063444273556,0.0
1692,Building_5,Meta-RL,0.4421294468100938,0.0
1693,Building_5,Meta-RL,0.5291317231906074,0.0
1694,Building_5,Meta-RL,0.6824294065898917,0.0
1695,Building_5,Meta-RL,0.7190039689795754,0.0
1696,Building_5,Meta-RL,0.7158611132026012,0.0
1697,Building_5,Meta-RL,0.788499229141761,0.0
1698,Building_5,Meta-RL,1.1394527475394534,0.0
1699,Building_5,Meta-RL,1.2083548923235312,0.0
1700,Building_5,Meta-RL,1.4955605075139342,0.0
1701,Building_5,Meta-RL,0.2979268823456867,0.0
1702,Building_5,Meta-RL,0.2432149745150061,0.0
1703,Building_5,Meta-RL,0.5823093144391931,0.0
1704,Building_5,Meta-RL,0.5956118533511265,0.0
1705,Building_5,Meta-RL,0.4548762149704977,0.0
1706,Building_5,Meta-RL,0.3563892443433156,0.0
1707,Building_5,Meta-RL,0.29292781699984344,0.0
1708,Building_5,Meta-RL,0.2500935626549267,0.0
1709,Building_5,Meta-RL,0.21218184485645644,0.0
1710,Building_5,Meta-RL,0.17638639990427682,0.0
1711,Building_5,Meta-RL,0.20179316082309273,0.0
1712,Building_5,Meta-RL,0.3734172050543906,0.0
1713,Building_5,Meta-RL,1.1760547448724439,0.0
1714,Building_5,Meta-RL,0.6118322644541405,0.0
1715,Building_5,Meta-RL,0.7375141483363425,0.0
1716,Building_5,Meta-RL,0.8109333180430695,0.0
1717,Building_5,Meta-RL,0.8990376638196833,0.0
1718,Building_5,Meta-RL,0.995955311302566,0.0
1719,Building_5,Meta-RL,1.0158380799208024,0.0
1720,Building_5,Meta-RL,0.9768407999273084,0.0
1721,Building_5,Meta-RL,0.8782586128189931,0.0
1722,Building_5,Meta-RL,0.7696160470887381,0.0
1723,Building_5,Meta-RL,0.638970267281673,0.0
1724,Building_5,Meta-RL,0.5533672761973292,0.0
1725,Building_5,Meta-RL,0.532731759079751,0.0
1726,Building_5,Meta-RL,0.4440991643122322,0.0
1727,Building_5,Meta-RL,0.3688755291929584,0.0
1728,Building_5,Meta-RL,0.31945289647796393,0.0
1729,Building_5,Meta-RL,0.28039397060028937,0.0
1730,Building_5,Meta-RL,0.24779681320486271,0.0
1731,Building_5,Meta-RL,0.229389326542812,0.0
1732,Building_5,Meta-RL,0.20218493300282459,0.0
1733,Building_5,Meta-RL,0.18444647259383742,2.0
1734,Building_5,Meta-RL,0.11948371206142033,0.0
1735,Building_5,Meta-RL,0.1500057625474551,3.0
1736,Building_5,Meta-RL,0.03975475841041547,0.0
1737,Building_5,Meta-RL,0.5581220697328453,0.0
1738,Building_5,Meta-RL,0.8804154441531604,0.0
1739,Building_5,Meta-RL,0.9307239554314073,0.0
1740,Building_5,Meta-RL,1.0187553448946778,0.0
1741,Building_5,Meta-RL,0.31712172847294007,0.0
1742,Building_5,Meta-RL,0.23843988895158344,0.0
1743,Building_5,Meta-RL,0.44190445408166673,0.0
1744,Building_5,Meta-RL,0.840352839036272,0.0
1745,Building_5,Meta-RL,1.0010929346110171,0.0
1746,Building_5,Meta-RL,0.9248870911692505,0.0
1747,Building_5,Meta-RL,0.7616302158385142,0.0
1748,Building_5,Meta-RL,0.7319493689470504,0.0
1749,Building_5,Meta-RL,0.8631346542318854,0.0
1750,Building_5,Meta-RL,0.6855524819260547,0.0
1751,Building_5,Meta-RL,0.33130653496061824,0.0
1752,Building_5,Meta-RL,0.3085638530968133,0.0
1753,Building_5,Meta-RL,0.2902204708760258,0.0
1754,Building_5,Meta-RL,0.37386655586467576,0.0
1755,Building_5,Meta-RL,0.49577536031948893,3.0
1756,Building_5,Meta-RL,0.22641016936476097,0.0
1757,Building_5,Meta-RL,0.3154751563600907,2.0
1758,Building_5,Meta-RL,0.14825011980616332,0.0
1759,Building_5,Meta-RL,0.3101019275832379,0.0
1760,Building_5,Meta-RL,0.5151377372024364,2.0
1761,Building_5,Meta-RL,0.03934625228392471,0.0
1762,Building_5,Meta-RL,0.05452689426261432,0.0
1763,Building_5,Meta-RL,0.16709050278161683,0.0
1764,Building_5,Meta-RL,0.27349356956049226,0.0
1765,Building_5,Meta-RL,0.39367723905270874,0.0
1766,Building_5,Meta-RL,0.5318538181793914,0.0
1767,Building_5,Meta-RL,0.5793392174948142,0.0
1768,Building_5,Meta-RL,0.6012383800809192,0.0
1769,Building_5,Meta-RL,1.1664957378623577,0.0
1770,Building_5,Meta-RL,1.1301126214608677,0.0
1771,Building_5,Meta-RL,0.8360295457782392,0.0
1772,Building_5,Meta-RL,0.7983199172548302,0.0
1773,Building_5,Meta-RL,0.743411065854851,0.0
1774,Building_5,Meta-RL,0.2870039691067019,0.0
1775,Building_5,Meta-RL,0.2583246229944862,0.0
1776,Building_5,Meta-RL,0.4061072390849794,0.0
1777,Building_5,Meta-RL,0.46079548892443845,4.0
1778,Building_5,Meta-RL,0.31901395392166687,0.0
1779,Building_5,Meta-RL,0.3281551896807894,3.0
1780,Building_5,Meta-RL,0.2989376727449454,0.0
1781,Building_5,Meta-RL,0.21538458001448774,2.0
1782,Building_5,Meta-RL,0.12617492733348717,0.0
1783,Building_5,Meta-RL,0.3134404323617096,0.0
1784,Building_5,Meta-RL,0.5687101903443904,0.0
1785,Building_5,Meta-RL,0.029382240897452755,0.0
1786,Building_5,Meta-RL,0.04600463776393238,0.0
1787,Building_5,Meta-RL,0.19779847785338428,0.0
1788,Building_5,Meta-RL,0.29400266333437736,0.0
1789,Building_5,Meta-RL,0.41705880990729827,0.0
1790,Building_5,Meta-RL,0.5763907177961246,0.0
1791,Building_5,Meta-RL,0.6381736775005915,0.0
1792,Building_5,Meta-RL,0.6426516207859299,0.0
1793,Building_5,Meta-RL,1.1936301106552567,0.0
1794,Building_5,Meta-RL,1.1799103732759597,0.0
1795,Building_5,Meta-RL,0.904110074639344,0.0
1796,Building_5,Meta-RL,0.7028044338591395,0.0
1797,Building_5,Meta-RL,0.5166373390340394,0.0
1798,Building_5,Meta-RL,0.41606643301430785,0.0
1799,Building_5,Meta-RL,0.4532531226943571,0.0
1800,Building_5,Meta-RL,0.49046023173460707,0.0
1801,Building_5,Meta-RL,0.6382906935982746,4.0
1802,Building_5,Meta-RL,0.6285455530409688,3.0
1803,Building_5,Meta-RL,0.35318420627611474,0.0
1804,Building_5,Meta-RL,0.2608925791258597,0.0
1805,Building_5,Meta-RL,0.17944123041225532,0.0
1806,Building_5,Meta-RL,0.4663238999276633,2.0
1807,Building_5,Meta-RL,0.3752337459856937,0.0
1808,Building_5,Meta-RL,0.03975475841041547,0.0
1809,Building_5,Meta-RL,0.029382240897452755,1.0
1810,Building_5,Meta-RL,0.09832122161752532,0.0
1811,Building_5,Meta-RL,0.16719443675967124,0.0
1812,Building_5,Meta-RL,0.2545000310534496,0.0
1813,Building_5,Meta-RL,0.2808094916466354,0.0
1814,Building_5,Meta-RL,0.30084630902618553,0.0
1815,Building_5,Meta-RL,0.30957365566281847,0.0
1816,Building_5,Meta-RL,0.2942742308973717,0.0
1817,Building_5,Meta-RL,0.8315773951022738,0.0
1818,Building_5,Meta-RL,0.8275670973059411,0.0
1819,Building_5,Meta-RL,0.6113409455103809,0.0
1820,Building_5,Meta-RL,0.4812687906054218,0.0
1821,Building_5,Meta-RL,0.2849245416844264,0.0
1822,Building_5,Meta-RL,0.32342393435976435,0.0
1823,Building_5,Meta-RL,0.36121767733875176,0.0
1824,Building_5,Meta-RL,0.3469043951987957,0.0
1825,Building_5,Meta-RL,0.32213162615410956,2.0
1826,Building_5,Meta-RL,0.2698655874469791,2.0
1827,Building_5,Meta-RL,0.2414383730752363,3.0
1828,Building_5,Meta-RL,0.20181220183917076,2.0
1829,Building_5,Meta-RL,0.18377875945442015,0.0
1830,Building_5,Meta-RL,0.10611096619954455,0.0
1831,Building_5,Meta-RL,0.22471039151705016,0.0
1832,Building_5,Meta-RL,0.44362124208207304,2.0
1833,Building_5,Meta-RL,0.03934625228392471,0.0
1834,Building_5,Meta-RL,0.029048856213533418,0.0
1835,Building_5,Meta-RL,0.13708283191831988,0.0
1836,Building_5,Meta-RL,0.21413229954195778,0.0
1837,Building_5,Meta-RL,0.3315750244537429,0.0
1838,Building_5,Meta-RL,0.48821397857214516,0.0
1839,Building_5,Meta-RL,0.5406251132593418,0.0
1840,Building_5,Meta-RL,0.7593825072075737,0.0
1841,Building_5,Meta-RL,0.9348029171150474,0.0
1842,Building_5,Meta-RL,1.0787258814119123,0.0
1843,Building_5,Meta-RL,0.9481299248985638,0.0
1844,Building_5,Meta-RL,0.5824376919581198,0.0
1845,Building_5,Meta-RL,0.19725710608858,0.0
1846,Building_5,Meta-RL,0.13739364066936044,0.0
1847,Building_5,Meta-RL,0.3905349207483745,0.0
1848,Building_5,Meta-RL,0.7413610733383545,0.0
1849,Building_5,Meta-RL,0.7034695975952654,0.0
1850,Building_5,Meta-RL,0.5453783765959095,2.0
1851,Building_5,Meta-RL,0.44453422108802193,2.0
1852,Building_5,Meta-RL,0.2650774598361666,3.0
1853,Building_5,Meta-RL,0.15471257579874934,2.0
1854,Building_5,Meta-RL,0.11437515206904972,2.0
1855,Building_5,Meta-RL,0.13976833066955863,0.0
1856,Building_5,Meta-RL,0.3581114069018452,0.0
1857,Building_5,Meta-RL,0.5422772578770123,0.0
1858,Building_5,Meta-RL,0.029048856213533418,0.0
1859,Building_5,Meta-RL,0.0708569046768038,0.0
1860,Building_5,Meta-RL,0.16463666364121188,0.0
1861,Building_5,Meta-RL,0.3010089644993811,0.0
1862,Building_5,Meta-RL,0.4279458795960547,0.0
1863,Building_5,Meta-RL,0.45803975666666497,0.0
1864,Building_5,Meta-RL,0.4445053357986148,0.0
1865,Building_5,Meta-RL,0.39612180055335183,0.0
1866,Building_5,Meta-RL,1.127493874069377,0.0
1867,Building_5,Meta-RL,1.0556009172871326,0.0
1868,Building_5,Meta-RL,0.5314814324645627,0.0
1869,Building_5,Meta-RL,0.11081163818665095,0.0
1870,Building_5,Meta-RL,0.22468824238503488,0.0
1871,Building_5,Meta-RL,0.3325385691196992,0.0
1872,Building_5,Meta-RL,0.4465783157839374,0.0
1873,Building_5,Meta-RL,0.4280914676874345,0.0
1874,Building_5,Meta-RL,0.3573350991055395,0.0
1875,Building_5,Meta-RL,0.3416871836307127,2.0
1876,Building_5,Meta-RL,0.269923847223223,0.0
1877,Building_5,Meta-RL,0.26293055336411186,2.0
1878,Building_5,Meta-RL,0.27927075373736326,0.0
1879,Building_5,Meta-RL,0.21434690593205352,0.0
1880,Building_5,Meta-RL,0.32085165730843723,3.0
1881,Building_5,Meta-RL,0.38131460686301544,0.0
1882,Building_5,Meta-RL,0.5176037856141651,0.0
1883,Building_5,Meta-RL,0.6640345879461842,0.0
1884,Building_5,Meta-RL,0.7668549748964607,0.0
